,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
4851,45240002,auchan,4771800.0,194100.0,45240,122 Rue du Général Leclerc,La Ferté-Saint-Aubin,R
4828,45160001,auchan,4786900.0,191100.0,45160,600 AVENUE DE VERDUN,OLIVET,R
3907,37210004,auchan,4741200.0,80300.0,37210,27 Rue des Écoles,Vouvray,R
4827,45150001,auchan,4786500.0,212600.0,45150,"5, Avenue du Général de Gaulle",Jargeau,R
4899,45500001,auchan,4768800.0,262100.0,45500,Rue de la Fabrique,GIEN,R
3614,34500008,auchan,4334733.3295735,324491.24091117,34500,4 AV DE LA VOIE DOMITIENNE,Béziers,R
4824,45140001,auchan,4790200.0,185900.0,45140,Avenue Pierre Mendes France,SAINT-JEAN-DE-LA-RUELLE,R
4798,44800001,auchan,4724700.0,-160600.0,44800,325 Route de Vannes,SAINT-HERBLAIN,R
9,1090001,auchan,4609600.0,477500.0,1090,1 ROUTE DE FRANCHELEINS,MONTCEAUX,R
3830,36000001,auchan,4679261.1092366,173781.335853,36330,Route de Montluçon,Châteauroux,R
3341,33270001,auchan,4481420.0912623,-52427.57748,33270,Rue de la gabarre,Bouliac,R
3518,34070002,auchan,4357076.6061867,394165.6704366,34475,CS 50003,PEROLS,R
3554,34200001,auchan,4340993.2549152,366885.30408,34200,54 Bd Camille Blanc,Sète,R
4812,45100001,auchan,4788200.0,190300.0,45100,74 Route d'Olivet,Orléans,R
10344,95520001,auchan,4907700.0,207700.0,95520,chemin du Poirier Charles Guérin,OSNY,R
4409,41350001,auchan,4756900.0,137100.0,41350,ZI Les Gâts de Coeur,VINEUIL,R
10020,92160001,auchan,4874000.0,231500.0,92160,134 Rue Pascal,ANTONY,R
10275,95150001,auchan,4901466.69398,222190.168155,95150,CENTRE COMMERCIAL LES PORTES DE TAVERNY,TAVERNY,R
3450,33650003,auchan,4468400.0,-52100.0,33650,1 allée Perrucade,La Brède,R
3915,37250006,auchan,4724655.3839515,69664.144470514,37250,RUE DES PEUPLIERS - ROND POINT DU FOUR A CHAUX,Sorigny,R
3012,31075001,auchan,4363200.0,148300.0,31075,92 Chemin de Gabardie,TOULOUSE,R
3931,37320001,auchan,4729100.0,79000.0,37320,ZAE Le Grand Berchenay,Esvres,R
3049,31170002,auchan,4358200.0,134400.0,31170,5 Rue Bertrand Panouse,TOURNEFEUILLE,R
174,2300001,auchan,4964287.0,325950.0,2300,RD 338,Viry-Noureuil,R
3938,37380001,auchan,4750100.0,78900.0,37380,La Croix Poêlon,Monnaie,R
10139,93370001,auchan,4889900.0,254900.0,93370,"186, avenue jean-jaurès",MONTFERMEIL,R
3369,33370008,auchan,4486800.0,-49700.0,33370,6 ave de la prairie,Artigues-près-Bordeaux,R
2616,27670002,auchan,4929700.0,91100.0,27670,RN313,LE BOSC-ROGER-EN-ROUMOIS,R
10318,95380001,auchan,4904900.0,249800.0,95380,zi de la briquetterie,LOUVRES,R
4682,44230003,auchan,4719200.0,-149200.0,44230,2 Rue Pierre Mendès France,Saint-Sébastien-sur-Loire,R
3955,37510001,auchan,4734400.0,61500.0,37510,"9, rue Jean Mermoz",Ballan-Miré,R
2612,27600001,auchan,4915600.0,134500.0,27600,"26, Avenue Jean Jaurès",GAILLON,R
10259,95100029,auchan,4898361.5089971,236997.124557,95200,141 Av. de la Division Leclerc,SARCELLES,R
8584,78140001,auchan,4878300.0,221500.0,78140,4 Rue Dewoitine,VéLIZY-VILLACOUBLAY,R
3294,33130004,auchan,4479000.0,-56700.0,33130,468 Route de Toulouse,BèGLES,R
3960,37540001,auchan,4742585.70023,65617.9074841,37540,247 Boulevard Charles de Gaulle,SAINT-CYR-SUR-LOIRE,R
3465,33700010,auchan,4484800.0,-65900.0,33700,Avenue des frères Robinson,MéRIGNAC,R
4622,43700001,auchan,4504800.0,391700.0,43700,1 Avenue de Coubon,BRIVES-CHARENSAC,R
3962,37550001,auchan,4735300.0,73300.0,37550,355 ROUTE DE CORMERY,SAINT-AVERTIN,R
4115,38500003,auchan,4536000.0,560000.0,38500,Boulevard Edgar Kofler,VOIRON,R
3170,31600008,auchan,4343000.0,122300.0,31600,90 chemin de coucoures,Lherm,R
3463,33700002,auchan,4483400.0,-61700.0,33700,AVENUE MARECHAL GALLIENI,MéRIGNAC,R
3277,33080001,auchan,4488400.0,-56300.0,33300,avenue des 40 journaux,BORDEAUX,R
3373,33380001,auchan,4463670.836696,-95974.41048,33380,Rue des Fonderies,BIGANOS,R
8603,78190011,auchan,4878900.0,197400.0,78190,1 avenue le Verrier,Trappes,R
8817,80120004,auchan,5027100.0,166900.0,80120,28/30 RUE PORTE DE BECRAY,RUE,R
8615,78250003,auchan,4901261.1172956,190925.04310608,78250,rd28,TESSANCOURT-SUR-AUBETTE,R
6552,62138001,auchan,5051702.5582202,286461.37619018,62138,Rue du Général de Gaulle,BILLY-BERCLAU,R
1404,15000001,auchan,4491600.0,243700.0,15000,Rue de la Montade,AURILLAC,R
6329,60110002,auchan,4922300.0,213700.0,60110,"Cc Les Marquises, Rue Marcel Coquet",Méru,R
6200,59320001,auchan,5062600.0,296700.0,59320,RN 352,HAUBOURDIN,R
6310,59880001,auchan,5036900.0,355100.0,59880,125 Rue Jean Jaurès,SAINT-SAULVE,R
5859,57070001,auchan,4911000.0,620900.0,57070,Rue de Belletanche,METZ,R
5858,57050002,auchan,4913400.0,616200.0,57050,66 Route de Woippy,METZ,R
5661,55000001,auchan,4875400.0,517900.0,55000,Route de Longeville,SAVONNIèRES-DEVANT-BAR,R
5634,54520001,auchan,4869121.06069,612776.14592,54520,rue de la Sapinière,LAXOU,R
5633,54510001,auchan,4868600.0,621800.0,54510,AVENUE EUGENE POTTIER,TOMBLAINE,R
5564,54000001,auchan,4868200.0,619800.0,54000,127 Boulevard Lobau,Nancy,R
5317,50470001,auchan,4960019.2093549,-159900.82883,50470,Centre Commercial du Cotentin,La Glacerie,R
5163,49240002,auchan,4751732.24504,-60807.2819189,49240,Z.I. Croix Cadeau 6 Route Nationale 162,AVRILLé,R
5095,48130001,auchan,4473400.0,329200.0,48130,Avenue de la Méridienne Aumont-Aubrac,PEYRE EN AUBRAC,R
9899,91220001,auchan,4858700.0,230400.0,91220,CCIAL MAISON NEUVE,BRéTIGNY-SUR-ORGE,R
9906,91250001,auchan,4861959.2874506,249278.393248,91250,3 Pl. de l'Europe,Saint-Germain-lès-Corbeil,R
9910,91260001,auchan,4872000.0,244200.0,91270,8 Rue de la Longueraie,VIGNEUX-SUR-SEINE,R
9925,91310004,auchan,4862300.0,226700.0,91310,"3, rue du 8 mai 1945",Leuville-sur-Orge,R
5028,47300001,auchan,4440358.28923,66907.2811206,47300,Route de Bordeaux,BIAS,R
5877,57140001,auchan,4914800.0,617300.0,57140,"1, Avenue des 2 Fontaines",Woippy,R
5908,57280001,auchan,4919900.0,615000.0,57280,VOIE ROMAINE,SEMéCOURT,R
273,3410001,auchan,4633800.0,256700.0,3410,65 Avenue des Martyrs,Domérat,R
6587,62210002,auchan,5040047.6236964,283097.41241,62210,Boulevard Maurice Thorez,Avion,R
6593,62219001,auchan,5073500.0,227400.0,62219,Avenue des Frais Fonds,LONGUENESSE,R
9545,86360001,auchan,4666700.0,37100.0,86360,RN10 LES PORTES DU FUTUR,Chasseneuil-du-Poitou,R
6337,60126001,auchan,4935900.0,271800.0,60126,202 RUE DE PICARDIE,Longueil-Sainte-Marie,R
6411,60600001,auchan,4936200.0,242200.0,60600,Route de Paris,BREUIL-LE-VERT,R
6350,60200001,auchan,4941300.0,281600.0,60200,47 Rue Notre-Dame de Bon Secours,COMPIèGNE,R
6390,60400001,auchan,4957117.0,297854.0,60400, Z.a.c. Mont-Renaud,NOYON,R
6347,60180001,auchan,4927600.0,248600.0,60180,Rue du Marais Sec,NOGENT-SUR-OISE,R
6359,60220002,auchan,4965000.0,172200.0,60220,ROUTE D'HAUCOURT,FORMERIE,R
1505,16400001,auchan,4562010.2277417,10582.928416,16400,Route de Bordeaux,LA COURONNE,R
6506,62012001,auchan,5030100.0,273600.0,62000,6 rue Claude Bernard,ARRAS,R
6619,62280003,auchan,5073300.0,166900.0,62280,Route Nationale 42,SAINT-MARTIN-BOULOGNE,R
1464,16100001,auchan,4568400.0,-30500.0,16100,40 rue de l'Annisserie,Châteaubernard,R
6757,63110002,auchan,4574500.0,309000.0,63110,rue des Frères Lumière,BEAUMONT,R
6753,63100003,auchan,4581300.0,310900.0,63100,Boulevard Etienne Clementel,CLERMONT-FERRAND,R
1713,19100001,auchan,4515300.0,150900.0,19100,90 Avenue Abbé Jean Alvitre,BRIVE-LA-GAILLARDE,R
6736,62980002,auchan,5048900.0,272300.0,62980,RN 43,NOYELLES-LèS-VERMELLES,R
6733,62950001,auchan,5041371.0,298088.0,62950,av République,NOYELLES-GODAULT,R
6677,62610002,auchan,5085300.0,198600.0,62610,RN 43,AUTINGUES,R
9504,86100001,auchan,4679700.0,53100.0,86100,Avenue Jean Moulin,CHâTELLERAULT,R
1397,14880001,auchan,4929000.0,-28400.0,14880,Rue de la Mer,COLLEVILLE-MONTGOMERY,R
358,5000005,auchan,4454500.0,606600.0,5000,ROUTE DE BARCELONNETTE,Gap,R
6507,62100001,auchan,5094300.0,181000.0,62100,AVENUE ROGER SALENGRO,Calais,R
9513,86110004,auchan,4677846.2878174,18710.544363848,86110,5 ROUTE DE POITIERS,Mirebeau,R
6650,62440001,auchan,5045500.0,290400.0,62440,Chemin de la Grosse Borne,HARNES,R
9523,86140002,auchan,4681600.0,33700.0,86140,route de lencloitre,Saint-Genest-d'Ambière,R
6645,62400001,auchan,5052500.0,262800.0,62400,Centre commercial AUCHAN La Rotonde,BéTHUNE,R
6628,62300016,auchan,5042600.0,282000.0,62300,47 ROUTE D'ARRAS,LENS,R
9495,86000014,auchan,4655100.0,29900.0,86000,250 AVE DU 8 MAI 1945,POITIERS,R
6294,59760001,auchan,5101100.0,229300.0,59760,Avenue de l'Ancien Village,GRANDE-SYNTHE,R
6287,59720001,auchan,5025400.0,393700.0,59720,Rue Jules Stephenne,LOUVROIL,R
6266,59620002,auchan,5020900.0,382800.0,59620,Rue de la Fontaine,AULNOYE-AYMERIES,R
8268,76290001,auchan,4952500.0,19000.0,76290,Centre Commercial la LEZARDE,MONTIVILLIERS,R
8245,76220001,auchan,4948100.0,173300.0,76220,Route Neuve,FERRIERES-EN-BRAY,R
8988,82017001,auchan,4402900.0,137000.0,82000,785 Avenue Jean Moulin,MONTAUBAN,R
893,12100005,auchan,4410700.0,308100.0,12100,82 Avenue Jean Jaurès,MILLAU,R
8089,74330001,auchan,4594000.0,607300.0,74330,ZI La Mandallaz,ÉPAGNY METZ-TESSY,R
7908,72650001,auchan,4804000.0,17600.0,72650,ZAC du Moulin aux Moines,La Chapelle-Saint-Aubin,R
7798,71700002,auchan,4655800.0,491600.0,71700,Rue de Saône,Tournus,R
8291,76380006,auchan,4945097.3674914,103424.99010498,76380,2 Avenue du Président Allende,CANTELEU,R
1004,13010001,auchan,4327972.0,542438.0,13010,57 Boulevard Romain Rolland,Marseille,R
8547,77700001,auchan,4885600.0,277677.0,77700,14 Cours du Danube,Serris,R
8864,80350001,auchan,5006042.884107,141066.08204,80350,ZONE DE FROIDEVILLE,Mers-les-Bains,R
8288,76371001,auchan,4991000.0,107700.0,76371,Centre Commercial Le Belvédère,DIEPPE,R
628,7500001,auchan,4493828.0,486654.0,7500,1449 Avenue de la République,Guilherand-Granges,R
8706,78910001,auchan,4883446.8619511,170957.925703,78910,17 rue de la vallée Jean Leloup - Route de Béhoust,Orgerus,R
8698,78800001,auchan,4892400.0,220500.0,78800,108 Boulevard Émile Zola,HOUILLES,R
8694,78730001,auchan,4858225.2,193707.6,78730,Rue du Docteur Rémond,Saint-Arnoult-en-Yvelines,R
8685,78700001,auchan,4901100.0,209700.0,78700,109 Rue de l'Ambassadeur,CONFLANS-SAINTE-HONORINE,R
8830,80190002,auchan,4976400.0,292100.0,80190,Route de Rouy,NESLE,R
8558,77810001,auchan,4840837.6125446,279127.25143,77810,Chemin des Prés,THOMERY,R
8672,78610002,auchan,4868400.0,184500.0,78610,57 Rue de Chartres,LE PERRAY-EN-YVELINES,R
8637,78370002,auchan,4882900.0,195800.0,78370,CD 161,PLAISIR,R
8636,78370001,auchan,4882700.0,194800.0,78370,centre commerciale Brigitte,PLAISIR,R
8628,78318001,auchan,4876383.4182146,191447.63670719,78310,Avenue Gutenberg,MAUREPAS,R
8625,78310001,auchan,4874514.0,192182.0,78310,RN10,Coignières,R
8708,78940001,auchan,4880349.9606669,178231.8988474,78940,Route Nationale,La Queue-lez-Yvelines,R
8605,78200001,auchan,4898100.0,168900.0,78200,CD 110 - BP 1525,Buchelay,R
8345,76620001,auchan,4952315.0,10955.0,76620,centre commercial grand cap,Le Havre,R
8930,81200002,auchan,4351153.8214165,237596.65502906,81200,RD 112,AUSSILLON,R
6263,59610001,auchan,5001800.0,405300.0,59610,61 Rue Jean Jaurès,FOURMIES,R
6235,59494002,auchan,5037600.0,347400.0,59494,RN45,Petite-Forêt,R
6222,59450001,auchan,5034000.0,310000.0,59187,Zone du Luc,DECHY,R
304,4100002,auchan,4384980.7797608,582262.730505,4100,Quartier des Quintrands - Route de Sisteron,Manosque,R
6316,60000001,auchan,4940900.0,211500.0,60000,1 Avenue Descartes,BEAUVAIS,R
6198,59310006,auchan,5046946.111,322780.197,59310,route dpt 938 zone de l' europe,ORCHIES,R
6152,59223001,auchan,5074000.0,313900.0,59223,Boulevard d'Halluin,RONCQ,R
293,3800003,auchan,4609904.0261285,320293.00292,3800,Avenue de la Gare,GANNAT,R
1649,18000011,auchan,4706500.0,239800.0,18000,Rue Raymond Boisdé,Bourges,R
6112,59161001,auchan,5018500.0,325400.0,59161,2 Rue Jean Jaurès,ESCAUDOEUVRES,R
6072,59115001,auchan,5068000.0,322300.0,59115,"1, avenue de l'Europe",Leers,R
8519,77500001,auchan,4886900.0,259000.0,77500,Avenue Sylvie - ZI Belle-Ile,CHELLES,R
5971,57800001,auchan,4914808.4755643,681026.71383,57800,Rue Houillère,Freyming-Merlebach,R
6190,59300011,auchan,5035300.0,353500.0,59300,59 Avenue de Verdun,VALENCIENNES,R
6760,63118001,auchan,4583600.0,309500.0,63118,Route de Châteaugay,CéBAZAT,R
6189,59300006,auchan,5034352.0,351736.0,59300,Chemin des Bourgeois,Valenciennes,R
6770,63160001,auchan,4572520.0446874,333879.322024,63160,Place Joseph Claussat,BILLOM,R
8461,77240002,auchan,4858695.5815752,259645.65667331,77240,Rte Nationale 6 centre cial Boissénart,CESSON,R
8882,80500001,auchan,4964700.0,258800.0,80500,Avenue du 8 Mai 1945,MONTDIDIER,R
8901,80800002,auchan,4986000.0,252400.0,80800,RUE DE DEMUIN,VILLERS-BRETONNEUX,R
8902,80800004,auchan,4990800.0,251000.0,80800,18 RUE AUGUSTE GINDRE,CORBIE,R
8407,77124002,auchan,4896200.0,286200.0,77124,11 av Roland Moréno,Chauconin-Neufmontiers,R
8921,81115001,auchan,4358900.0,218600.0,81100,"10, Rue Albert Calmette",Castres,R
8376,76810002,auchan,4983200.0,91600.0,76810,Rue de la République,LUNERAY,R
5961,57700003,auchan,4933000.0,606400.0,57700,27 rue Jean Jaurès,HAYANGE,R
7552,69590002,avia,4563046.0,445638.0,69590,boulevard du 11 Novembre 1918,Saint-Symphorien-sur-Coise,R
6239,59500010,avia,5037053.89,307672.51,59500,307 BOULEVARD PASTEUR,DOUAI,R
9781,89150004,avia,4817800.0,311000.0,89150,Route de Sens,SAINT-VALERIEN,R
6233,59491002,avia,5067137.2596584,314440.37757363,59491,301 Ave Jean Jaures,Villeneuve-d'Ascq,R
5964,57740003,avia,4911100.0,667900.0,57740,RTE NATIONALE 3,LONGEVILLE-LèS-SAINT-AVOLD,R
1709,18800001,avia,4708200.0,272900.0,18800,PLACE DU CHAMP DE FOIRE,BAUGY,R
9712,88300004,avia,4835400.0,568800.0,88300,401 QUAI JEAN MOULIN,NEUFCHATEAU,R
9778,89140001,avia,4829400.0,319500.0,89140,LES HAUTES VEUVES,Pont-sur-Yonne,R
5975,57850001,avia,4867600.0,720200.0,57850,14 Rue du Général Leclerc,DABO,R
6217,59420002,avia,5069725.81,314084.45,59420,160 RUE DE ROUBAIX,Mouvaux,R
1705,18600001,avia,4683600.0,291400.0,18600,ROUTE DE BOURGES,SANCOINS,R
6204,59350002,avia,5065800.0,305200.0,59350,17 RUE DU GENERAL LECLERC,SAINT-ANDRE-LEZ-LILLE,R
5984,58000005,avia,4700000.0,315500.0,58000,2 Rue de Vauzelles,Nevers,R
5993,58110003,avia,4705200.0,365400.0,58110,CHAMPS DE LA BARRIERE,CHATILLON EN BAZOIS,R
5994,58120001,avia,4706200.0,393600.0,58120,RUE JEAN MARIE THEVENIN,Château-Chinon,R
5996,58140001,avia,4728200.0,382100.0,58140,AVENUE DU 8 MAI,LORMES,R
5998,58160001,avia,4692200.0,326900.0,58160,ROUTE DE DECIZE,IMPHY,R
6001,58170001,avia,4679000.0,396600.0,58170,RUE LEDRU ROLLIN,LUZY,R
6006,58200003,avia,4738600.0,292100.0,58200,CHEMIN DU GRAND CHAMP,COSNE-COURS-SUR-LOIRE,R
9733,88500006,avia,4830735.72629,613367.188605,88500,"104, avenue Victor Hugo",MIRECOURT,R
6010,58210001,avia,4735500.0,338600.0,58210,AVENUE DE LA CHARITE,VARZY,R
1690,18330001,avia,4731545.0,225574.0,18330,32 route d'Auxerre,NEUVY-SUR-BARANGEON,R
5517,53100004,avia,4830200.0,-61100.0,53100,69 Boulevard Lucien de Montigny,Mayenne,R
6449,61120001,avia,4894000.0,19800.0,61120,Rue des pins / Route de Livarot,VIMOUTIERS,R
1978,21250001,avia,4700400.0,515000.0,21250,ZA le terreau de lée,Seurre,R
1974,21230006,avia,4713100.0,448000.0,21230,Rue Lucienne et Jean Barnet,Arnay-le-Duc,R
6014,58240001,avia,4679000.0,312500.0,58240,AVENUE DU 8 MAI,Saint-Pierre-le-Moûtier,R
9776,89130003,avia,4773200.0,331000.0,89130,ROUTE DAUXERRE,TOUCY,R
5931,57400007,avia,4874200.0,707800.0,57400,8 Rue de Strasbourg,SARREBOURG,R
9774,89130001,avia,4776200.0,325400.0,89130,Rue de la Chatterie,TOUCY,R
9629,87320001,avia,4623200.0,89800.0,87320,23 BEAULIEU,Bussière-Poitevine,R
9639,87430001,avia,4584700.0,117200.0,87430,RN141,VERNEUIL-SUR-VIENNE,R
253,3290001,avia,4652900.0,366900.0,3290,la chapelle,Dompierre-sur-Besbre,R
6326,60100003,avia,4924800.0,247700.0,60100,16 ROUTE DE CHANTILLY LA PIERRE BLANCHE,CREIL,R
9839,90000009,avia,4763600.0,687300.0,90000,57 Avenue d'Altkirch,Belfort,R
9783,89170001,avia,4764200.0,306800.0,89170,RUE DU MOULIN DE L ARCHE,Saint-Fargeau,R
5942,57450003,avia,4911000.0,685600.0,57450,63 avenue Saint Jean,Farébersviller,R
6019,58290001,avia,4698300.0,380800.0,58290,PLACE DU CHAMP DE FOIRE,MOULINS-ENGILBERT,R
1686,18300003,avia,4732500.0,282400.0,18300,Route de Bourges,Sancerre,R
1683,18240002,avia,4742100.0,288400.0,18240,Les Fouchards Route de Cosne,Boulleret,R
6026,58330001,avia,4710600.0,351200.0,58330,Faubourg de Premery,Saint-Saulge,R
6027,58340001,avia,4685500.0,364200.0,58340,route de Decize,Cercy-la-Tour,R
6029,58400001,avia,4719300.0,301400.0,58400,83 Avenue du Maréchal Leclerc,La Charité-sur-Loire,R
9499,86000023,avia,4658900.0,34000.0,86000,10 Boulevard Jeanne d'Arc,Poitiers,R
6034,58470005,avia,4687087.3780093,316314.82733857,58470,AIRE DE MAGNY-COURS RN 7 PRE DE LA FONTAINE,MAGNY COURS,R
6035,58500001,avia,4745700.0,350900.0,58500,Vanne du Gour,CLAMECY,R
1626,17600005,avia,4574625.835,-81248.551349124,17600,LE CHAMP DE DEVANT,CORME ROYAL,R
9751,89000003,avia,4781100.0,353600.0,89000,route de Perrigny,SAINT-GEORGES-SUR-BAULCHE,R
9772,89120001,avia,4788700.0,309600.0,89120,34 GRANDE RUE,Charny,R
9770,89110001,avia,4787600.0,335300.0,89110,CHEMIN DE NEUILLY,AILLANT-SUR-THOLON,R
283,3500004,avia,4633800.0,328500.0,3500,4 RUE ARMAND QUEROY,SAULCET,R
9767,89100013,avia,4817200.0,329200.0,89100,Centre commercial ChampBertrand,Sens,R
6141,59200009,avia,5072849.88,313724.15,59200,344 Chaussée Denis Papin,TOURCOING,R
1634,17690004,avia,4610200.0,-109300.0,17690,Route de la Rochelle RN137,Angoulins,R
1665,18130001,avia,4688500.0,256900.0,18130,RUE DE L'ERMITAGE,DUN-SUR-AURON,R
9766,89100011,avia,4820500.0,328900.0,89100,17 Boulevard de Verdun,SENS,R
6110,59160003,avia,5063900.0,302100.0,59160,"293, avenue de Dunkerque",LOMME,R
1645,17920001,avia,4569900.0,-105300.0,17920,46 route du Magarin,BREUILLET,R
9750,89000002,avia,4779200.0,358000.0,89000,RUE DE PREUILLY,Auxerre,R
1968,21210001,avia,4728200.0,423700.0,21210,RUE GRILLOT,SAULIEU,R
5087,48000008,avia,4452284.9686909,349825.14507873,48000,10 avenue du 8 mai 1945,Mende,R
1395,14800008,avia,4935600.0,7100.0,14800,Avenue de la République,TOURGéVILLE,R
