,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
5658,54840004,carrefour,4869100.0,596900.0,54840,Rue de la Croix Saint-Nicolas,Gondreville,R
5638,54530002,carrefour,4897800.0,602700.0,54530,Rue Jean Jaurès,Pagny-sur-Moselle,R
6407,60540002,carrefour,4920136.05,220429.72,60540,10 RUE LOUIS DENOUAL,BORNEL,R
9784,89190006,carrefour,4823718.34,355241.73,89190,Avenue de la gare,Villeneuve-l'Archevêque,R
9779,89144002,carrefour,4789500.0,375800.0,89144,13 Avenue de Chablis,Ligny-le-Châtel,R
6635,62350002,carrefour,5062000.0,254200.0,62350,Rue de Busnes,Saint-Venant,R
6148,59216002,carrefour,5016700.0,404100.0,24450,2 rue de la République,LA COQUILLE,R
6125,59184002,carrefour,5056437.216,289924.34,59184,AVENUE DE LA SABLONNIERE,Sainghin-en-Weppes,R
1733,19190001,carrefour,4512554.2414,172250.665476,19190,RD 921,BEYNAT,R
5384,51110004,carrefour,4936339.0483099,416819.98009086,51110,46 rue jean Jaurès,Bazancourt,R
6566,62150002,carrefour,5045400.0,253200.0,62150,68 RUE DE LA GARE,HOUDAIN,R
1359,14450001,carrefour,4938500.0,-105000.0,14450,Avenue Emile DAMECOUR,GRANDCAMP-MAISY,R
5559,53950001,carrefour,4812100.0,-72300.0,53950,Route de St Jean,LOUVERNé,R
5539,53300003,carrefour,4839606.95,-62468.13,53300,4 RUE DES VALLEES,Ambrières-les-Vallées,R
5536,53240001,carrefour,4817400.0,-78300.0,53240,1 RUE FREDERIC CHAPLET,Andouillé,R
5526,53160002,carrefour,4825900.0,-37300.0,53160,zi de l'aubriere,Bais,R
1502,16350001,carrefour,4598900.0,40700.0,16350,RUE sapin vert,CHAMPAGNE-MOUTON,R
6455,61140001,carrefour,4853000.0,-47200.0,61140,ZA Les Fourmis,La Chapelle-d'Andaine,R
6459,61160001,carrefour,4885412.0,5155.0000000002,61160,Avenue de la Cavée d'Auge,Trun,R
6461,61190002,carrefour,4858900.0,65300.0,61190,Rue de frères Juchereau,Tourouvre,R
1490,16250001,carrefour,4547271.338,4810.332,16250,AUX NAULETS PEREUIL,Blanzac-Porcheresse,R
6488,61430002,carrefour,4880600.0,-50000.0,61430,la coquerie,Athis-de-l'Orne,R
9571,86800004,carrefour,4655889.0,49816.0,86800,60 Route de Poitiers,Saint-Julien-l'Ars,R
1477,16140002,carrefour,4589992.0641752,1484.617568,16140,2 Clos Chabot,Villejésus,R
1475,16120004,carrefour,4560000.0,-5500.0,16120,PLACE DE LA GARE - 3 BLD GAMBETTA,Châteauneuf-sur-Charente,R
6525,62116001,carrefour,5014800.0,271700.0,62116,62 RUE DE DIERVILLE,Bucquoy,R
6534,62123003,carrefour,5024200.0,266000.0,62123,Rue Nationale,Beaumetz-lès-Loges,R
4984,46500002,carrefour,4478100.0,172700.0,46500,1 Rue Louis Fajolles,GRAMAT,R
6122,59179001,carrefour,5036593.0,330017.0,59179,Place de Nos Fusillés,FENAIN,R
198,2480002,carrefour,4973353.6180498,324505.95752321,2480,Rond point de la victoire,Jussy,R
7839,72130007,carrefour,4831700.0,-2500.0,72130,cc rue des erables,Sougé-le-Ganelon,R
7875,72320004,carrefour,4806828.09,73174.49,72320,Route de la Ferté Bernard,VIBRAYE,R
690,9000007,carrefour,4297500.0,160800.0,9000,rue des Bruilhols,Foix,R
7888,72430002,carrefour,4785987.7366746,-10324.861539622,72430,ZA LE TERTRE,Noyen-sur-Sarthe,R
7893,72460004,carrefour,4807600.0,29700.0,72460,Grande Rue,SAVIGNé-L'ÉVêQUE,R
7901,72540001,carrefour,4799300.0,-15400.0,72540,"27, rue de la Libération",Loué,R
5560,53950002,carrefour,4812200.0,-72400.0,53950,9 rue du lavoir ROUTE DE ST jEAN,Louverne,R
9563,86550001,carrefour,4654000.0,40300.0,86550,ZAE DE BEAUBATON,MIGNALOUX-BEAUVOIR,R
243,3190004,carrefour,4653100.0,262200.0,3190,1 route de montluçon,Vallon-en-Sully,R
6427,60750003,carrefour,4944223.32,288295.44,60750,100 rue de royaumont,Choisy-au-Bac,R
6570,62156002,carrefour,5024610.85,294152.06,62156,2 rue de Cherisy,Vis en Artois,R
1450,15500007,carrefour,4525400.0,319700.0,15500,63 AVENUE GENERAL DE GAULLE,MASSIAC,R
6575,62161001,carrefour,5032800.0,271300.0,62161,Rue de Neuville,MAROEUIL,R
5350,50760001,carrefour,4966600.0,-127000.0,50760,132 RUE ST THOMAS,Barfleur,R
5336,50590003,carrefour,4898800.0,-151900.0,50590,3 rue du clos,Montmartin-sur-Mer,R
9553,86380002,carrefour,4673051.46,30673.72,86380,15 RUE MARIE CURIE,Vendeuvre-du-Poitou,R
6588,62215006,carrefour,5097854.1402708,204248.54466965,62215,PLACE DE GENERAL DE GAULLE,Oye-Plage,R
244,3190005,carrefour,4653100.0,262200.0,3190,1 ROUTE DE MONTLUCON,VALLON EN SULLY,R
5299,50360003,carrefour,4938107.0,-141538.0,50360,Rue de la Libération,Picauville,R
5268,50200009,carrefour,4905000.0,-144000.0,50200,17 RUE DE NORMANDIE,Coutances,R
1437,15250006,carrefour,4494448.371,231132.819,15250,1 route de brive,Saint-Paul-des-Landes,R
5247,50110006,carrefour,4965345.9148478,-154932.46887909,50110,2F Route de DENNEVILLE,DIGOSVILLE,R
1436,15250004,carrefour,4499661.0,242166.0,15250, Avenue de la Plaine,JUSSAC,R
5238,50000006,carrefour,4916281.0,-112662.0,50000, Rue de la Gare,RAMPAN,R
5226,49650003,carrefour,4729311.73,2420.89,49650,25 rue Albert Pottier,Allonnes,R
6607,62240005,carrefour,5066900.0,183800.0,62240,22 rue du 11 Novembre,DESVRES,R
5225,49630006,carrefour,4747359.77,-34490.98,49630,Corne - 11 rue de bellevue,LOIRE-AUTHION,R
5216,49540002,carrefour,4723000.0,-43800.0,49540,2 ROUTE DE VIHIERS,Martigné-Briand,R
6611,62250009,carrefour,5084000.0,177400.0,62250,RUE JEAN MONNET,Landrethun-le-Nord,R
6548,62134001,carrefour,5044700.0,225100.0,62134,73 RUE D.HESDIN,ANVIN,R
9567,86700001,carrefour,4629901.0,18097.0,86700,Grande Rue,COUHé,R
6538,62128006,carrefour,5019500.0,288800.0,62128,21 Rue du Pont,Croisilles,R
5444,51600003,carrefour,4912800.0,453600.0,51600,10 AVENUE DU GENERAL LECLERC,SUIPPES,R
5618,54380007,carrefour,4884351.95,606979.93,54380,1 AV DU GENERAL DE GAULLE,Dieulouard,R
5616,54360003,carrefour,4855600.0,639800.0,54360,25 Avenue Pierre Semard,Blainville-sur-l'Eau,R
5603,54290001,carrefour,4847017.85367,631258.506253,54290,2 rue de Virecourt,BAYON,R
6357,60210002,carrefour,4966000.0,194100.0,60210,RUE EUGENE ST FUSCIEN,GRANDVILLIERS,R
6279,59670001,carrefour,5079772.2204962,249356.18899882,59670,769 avenue Albert Mahieu,Cassel,R
1755,19330002,carrefour,4528398.0,165828.0,19330,Lieu-dit La Chapelle,Saint-Mexant,R
9378,85100001,carrefour,4650200.0,-178500.0,85100,Rue la Petite Garlière,LES SABLES-D'OLONNE,R
6289,59730001,carrefour,5018551.0,349109.0,59730,56 Rue de la République,Solesmes,R
8463,77250004,carrefour,4836935.4347807,282755.99738244,77250,11 Rue de l'Orvanne,Moret-Loing-et-Orvanne,R
5865,57100001,carrefour,4937932.99391,617033.70379,57100,1 route de Mondorf,MANOM,R
8493,77360001,carrefour,4887400.0,264100.0,77360,Place du Général de Gaulle,VAIRES-SUR-MARNE,R
8494,77370001,carrefour,4855809.4704,302534.519556,77370,Avenue de Verdun,NANGIS,R
8402,77120004,carrefour,4881675.0,305222.0,77120,RN 34,Mouroux,R
6710,62790001,carrefour,5043700.0,305700.0,62790,AVENUE MITTERRAND,LEFOREST,R
9927,91360003,carrefour,4866764.153721,233436.5708351,91360,ROUTE de Corbeil,ÉPINAY-SUR-ORGE,R
5774,56390001,carrefour,4775500.0,-284300.0,56390,ROUTE DE VANNES,GRAND-CHAMP,R
8385,77000003,carrefour,4852528.0,269402.349348,77000,RUE DES TROIS RODES,VAUX-LE-PéNIL,R
6302,59800001,carrefour,5063085.487,309597.349348,59000,268 Rue Pierre Legrand,LILLE,R
6299,59780001,carrefour,5061500.0,323700.0,59780,31 AVENUE D OGIMONT,Baisieux,R
3449,33640003,carrefour,4470000.0,-46400.0,33640,Route Nationale 113,BEAUTIRAN,R
5772,56380001,carrefour,4794146.0,-213503.0,56380, Résidence de Coëtquidan,GUER,R
8926,81160001,carrefour,4395039.22196,220999.332738,81160,"6, avenue Alphonse Pacifique",Saint-Juéry,R
3408,33470002,carrefour,4463800.0,-106700.0,33470,25 Cours de la République,GUJAN-MESTRAS,R
8377,76850001,carrefour,4963100.0,118000.0,76850,RUE DES FORGES,BOSC-LE-HARD,R
5775,56400001,carrefour,4767176.0,-296407.0,56400,C.C. DE KERFONTAINE,Pluneret,R
8394,77100015,carrefour,4893756.0,288010.0,77100,Avenue de la Foulée,Nanteuil-lès-Meaux,R
4882,45400001,carrefour,4792700.0,192000.0,45400,CENTRE COMMERCIAL DE LAMBALLE,FLEURY-LES-AUBRAIS,R
5099,48190002,carrefour,4449038.5115603,374037.92231,48190,Lou Claoux Le Bleymard,Mont Lozère et Goulet,R
674,8350002,carrefour,4969800.0,486600.0,8350,Rue Georges Clemenceau,DONCHERY,R
2823,29700001,carrefour,4793600.0,-415700.0,29700,Hent Kergoff,PLOMELIN,R
5639,54540002,carrefour,4849800.0,689000.0,54540,6 ter avenue de la division leclerc,Badonviller,R
10276,95150002,carrefour,4901600.0,220700.0,95150,180 Rue d'Herblay,TAVERNY,R
5096,48140002,carrefour,4485600.0,333200.0,48140,route de saugues,LE MALZIEU VILLE,R
8456,77220005,carrefour,4874000.0,277700.0,77220,RUE DE LA LIBERATION,Tournan-en-Brie,R
3313,33200001,carrefour,4486000.0,-63400.0,33200,493 Avenue du Maréchal de Lattre de Tassigny,BORDEAUX CAUDERAN,R
3636,34600001,carrefour,4360598.0,314947.0,34600,Route de St Pons,Bédarieux,R
8950,81370001,carrefour,4377000.0,167300.0,81370,254 Avenue des Terres Noires,SAINT-SULPICE-LA-POINTE,R
6333,60120002,carrefour,4963618.0,229025.0,60120,Rue d'Amiens,BRETEUIL,R
6341,60150001,carrefour,4946878.60836,286211.550724,60150,ZAC CHAMP SAINTE CROIX,LONGUEIL-ANNEL,R
9635,87400003,carrefour,4583253.0,149798.0,87400, Avenue Jean Moulin,SAINT-LéONARD-DE-NOBLAT,R
4871,45330002,carrefour,4829600.0,239300.0,45330,35 rue du general patton,MALESHERBES,R
3473,33710002,carrefour,4504200.0,-55300.0,33710,Route de Blaye,Bourg,R
6311,59890001,carrefour,5071687.0,300160.0,59890, Route de Comines,QUESNOY-SUR-DEûLE,R
8434,77165002,carrefour,4903700.0,280100.0,77165,Avenue du Maréchal Gallieni,SAINT-SOUPPLETS,R
3389,33420002,carrefour,4482970.56195,-19038.8244327,33420,PEY DU PRAT,GRéZILLAC,R
8406,77124001,carrefour,4897462.0,287015.0,77124,ZAC DES VIGNES,CRéGY-LèS-MEAUX,R
6297,59770002,carrefour,5034100.0,356600.0,59770,Avenue Henri Barbusse,MARLY,R
5791,56450007,carrefour,4762900.0,-265500.0,56450,Rue de Rosmadec,THEIX-NOYALO,R
5795,56500002,carrefour,4787553.0,-282825.0,56500,ZA DE KERJEAN,Locminé,R
8415,77140003,carrefour,4826800.0,267600.0,77140,Route de Larchant,SAINT-PIERRE-LèS-NEMOURS,R
3356,33320009,carrefour,4491200.0,-66800.0,33320,1 CHEMIN DE GELES,LE TAILLAN-MEDOC,R
3354,33320004,carrefour,4491600.0,-66400.0,33320,Chemin de Gelès,Le Taillan-Médoc,R
8366,76750001,carrefour,4959800.0,134200.0,76750,Route de la Gare,BUCHY,R
5828,56760003,carrefour,4748200.0,-247100.0,56760,Rue Pont Cano,Pénestin,R
8427,77150003,carrefour,4874400.0,261200.0,77150,Centre commercial de la Fontaine,LéSIGNY,R
5839,56870001,carrefour,4762100.0,-291600.0,56870,28 Rue des Frères Le Guénédal,BADEN,R
3334,33250003,carrefour,4519500.0,-74900.0,33250,29 Rue du Maquis de Vignes Oudides,Pauillac,R
3401,33450007,carrefour,4491560.9,-42185.6,33450,101 avenue de la République,Saint-Loubès,R
8437,77170005,carrefour,4869424.0,261673.0,77170,25 Rue Pasteur,Brie-Comte-Robert,R
6292,59750004,carrefour,5029762.0,391730.0,59750,28 Rue Jean Jaurès,Feignies,R
8454,77210002,carrefour,4841494.44259,271959.190391,77210,36 Avenue du Président Franklin Roosevelt,AVON,R
5892,57185004,carrefour,4927270.9617654,611807.59249146,57185,Rue Louis Aragon,Vitry-sur-Orne,R
5100,48190003,carrefour,4449042.8422088,374036.39676617,48190,quartier de la remise,LE BLEYMARD,R
4143,38620002,carrefour,4545900.0,564100.0,38620,Zi la Thuery,Saint-Geoire-en-Valdaine,R
5040,47320003,carrefour,4435700.0,38200.0,47320,Quai Gambetta,CLAIRAC,R
6667,62550002,carrefour,5048500.0,241400.0,62550,245 AVENUE KENNEDY,PERNES,R
6687,62650002,carrefour,5056838.6,190801.3,62650,18 BIS RUE DE LA LONGEVILLE,HUCQUELIERS,R
1400,14960001,carrefour,4933900.0,-58000.0,14960,15 AVENUE MAURICE SCHUMANN,Asnelles,R
5047,47390003,carrefour,4412443.8433398,65824.745091966,47390,lieu dit la tuilerie,Layrac,R
1391,14780002,carrefour,4930174.0,-31818.0,14780, Boulevard Paul Doumer,LION-SUR-MER,R
1367,14500008,carrefour,4884670.0,-88722.0,14500, Rue Colbert,VIRE,R
4999,47120001,carrefour,4468000.0,19200.0,47120,ROUTE DE SAINTE FOY LA GRANDE,DURAS,R
355,4700006,carrefour,4391238.3289938,591573.81351348,4700,AVENUE FLOURENS AILLAUD,Oraison,R
6721,62850001,carrefour,5079000.0,195100.0,62850,Rue de Courtebourne,LICQUES,R
5043,47340001,carrefour,4428600.0,76000.0,47340,1 rue BELJOUAN,LAROQUE TIMBAUT,R
6699,62720002,carrefour,5080700.0,173000.0,62720,Rue Roger Salengro,RINXENT,R
5046,47390002,carrefour,4412200.0,65800.0,47390,LIEU DIT LA TUILERIE,Layrac,R
6669,62560003,carrefour,5059800.0,209600.0,62560,500 AVENUE ROLAND HUGUET,Fauquembergues,R
1989,21320004,carrefour,4725100.0,457600.0,21320,ZA LE PRE RABY / CREANCEY,POUILLY-EN-AUXOIS,R
5108,48300001,carrefour,4473530.0,385840.0,48300,Quartier du Pont d'Allier,Langogne,R
6725,62870002,carrefour,5040100.0,188000.0,62870,Rue Daniel Ranger,CAMPAGNE-LèS-HESDIN,R
6719,62840004,carrefour,5065300.0,283900.0,62840,7bis rue des Glattignies,Fleurbaix,R
1381,14680001,carrefour,4904543.0,-32380.0,14680,VARENDES,BRETTEVILLE-SUR-LAIZE,R
6706,62770001,carrefour,5040100.0,210100.0,62770,RUE WATTINNE BOSSUT,AUCHY-LèS-HESDIN,R
6704,62760001,carrefour,5015800.0,248400.0,62760,Rue de Verdun,PAS-EN-ARTOIS,R
212,2800004,carrefour,4966023.0,337185.0,2800,1 Chemin de Danizy,LA FèRE,R
5152,49140003,carrefour,4756900.0,-42000.0,49140,11 Rue du Vieux Port,SOUCELLES,R
6099,59148003,carrefour,5042800.0,318000.0,59148,15 Rue des Résistants,Flines-lez-Raches,R
5161,49230002,carrefour,4715524.42,-120976.38,49230,place saint maurice,Montfaucon,R
1973,21230005,carrefour,4713100.0,449000.0,21230,Rue de l'Arquebuse,ARNAY-LE-DUC,R
9717,88320001,carrefour,4807449.084,578766.316,88320,ZA du CHERI BUISSON,LAMARCHE,R
4991,46800002,carrefour,4434200.0,120700.0,46800,Lieu-dit le moulin de Pleysse,Montcuq,R
1373,14540001,carrefour,4914011.63603,-30050.8505075,14540,route de Caen,SOLIERS,R
5547,53480002,carrefour,4803900.0,-47500.0,53480,le perray,Vaiges,R
4544,42540002,carrefour,4589326.4,423973.0,42540,110 AVENUE DES GRANGES BLANCHES,SAINT JUST LA PENDUE,R
5546,53410004,carrefour,4811400.0,-102700.0,53410,3 place des Cyprès,Saint-Pierre-la-Cour,R
850,11310001,carrefour,4336297.8379985,216139.41268092,11310,698 rue Bernard Marty lot las fountetos,Saissac,R
3685,35113002,carrefour,4807300.0,-139600.0,35113,Rue Saint-Pierre,Domagné,R
7769,71490005,carrefour,4686600.0,458000.0,71490,69 RUE SAINT NICOLAS,COUCHES,R
2220,24130003,carrefour,4487000.0,37700.0,24130,5 Avenue du Commandant Pinson,LA FORCE,R
9727,88410001,carrefour,4803200.0,597800.0,88410,rue de La Croix de mission,Monthureux-sur-Saône,R
2117,22460003,carrefour,4828100.0,-283900.0,22460,Rue du Parc Mail,Uzel,R
5684,55270002,carrefour,4922846.9477018,504075.420096,55270,Porte de Cheppy,Varennes-en-Argonne,R
4328,40370001,carrefour,4392756.0,-92096.0,40370,73 rue Frédéric Bastiat,Rion-des-Landes,R
764,10270010,carrefour,4825347.0,426119.9,10270,29 Avenue Pierre Gomand,Lusigny-sur-Barse,R
4197,39130008,carrefour,4657500.0,575100.0,39130,2 RUE DU PARTERRE,Clairvaux-les-Lacs,R
7219,67510001,carrefour,4900800.0,778900.0,67510,45 ROUTE DE BITCHE,LEMBACH,R
2170,23130002,carrefour,4610837.8471703,217821.4427131,23130,7 ROUTE D'AUBUSSON,CHENERAILLES,R
5569,54000013,carrefour,4868939.2259323,616175.66153138,54000,6 Avenue de Boufflers,Nancy,R
5409,51260005,carrefour,4858900.0,381300.0,51260,38 rue de sezanne,Anglure,R
2086,22270001,carrefour,4840900.0,-232400.0,22270,"21 ter, rue de Penthièvre",Jugon-les-Lacs,R
758,10250002,carrefour,4797500.0,449400.0,10250,3 Rue Paul Terillon,Mussy-sur-Seine,R
2382,25530001,carrefour,4718000.0,639000.0,25530,Rue des Fourches,VERCEL-VILLEDIEU-LE-CAMP,R
708,9240003,carrefour,4301200.0,143100.0,9240,47 faubourg sainte croix,la bastide de serou,R
4337,40410002,carrefour,4430400.0,-77700.0,40410,Route de Mont-de-Marsan,PISSOS,R
7348,68460002,carrefour,4775927.8194842,727887.08436523,68460,5 Rue Aristide BRIAND,Lutterbach,R
1363,14480001,carrefour,4928000.0,-53500.0,14480,1 rue du grand clos,Creully sur seulles,R
368,5120002,carrefour,4479293.20359,655974.685925,5120,PLACE DE LA MAIRIE,L'Argentière-la-Bessée,R
6720,62840005,carrefour,5065883.405,277032.57631579,62840,1173 RUE DE LA LYS,Sailly-sur-la-Lys,R
7477,69330001,carrefour,4576500.0,501200.0,69330,Rue de la République,MEYZIEU,R
7945,73190001,carrefour,4553400.0,599100.0,73190,70 ROUTE NATIONALE 6,SAINT-JEOIRE-PRIEURé,R
7450,69220001,carrefour,4609900.0,474900.0,69220,AVENUE DE VERDUN,BELLEVILLE,R
1660,18100015,carrefour,4722147.3011548,206528.97018218,18100,11 rue du 11 novembre,VIERZON,R
175,2300002,carrefour,4959100.0,323400.0,2300,CHEMIN DEPARTEMENTAL 937,AUTREVILLE,R
706,9210001,carrefour,4328100.0,134800.0,9210,La Sinsole,LEZAT SUR LEZE,R
98,1540001,carrefour,4619800.0,499400.0,1540,184 rue du 19 mars 1962,VONNAS,R
1664,18110001,carrefour,4721054.78499,242521.747273,18110,Route de Paris,SAINT-MARTIN-D'AUXIGNY,R
205,2600006,carrefour,4925600.0,308000.0,2600,231rd rue du general leclerc,Villers-Cotterêts,R
1670,18160001,carrefour,4675300.0,216900.0,18160,ROUTE DE CHATEAUROUX,LIGNIèRES,R
1697,18400004,carrefour,4699600.0,224900.0,18400,Rue Jean Moulin,SAINT-FLORENT-SUR-CHER,R
704,9200001,carrefour,4297349.8985562,115202.33135223,9200,ROUTE D'EYCHEIL,SAINT-GIRONS,R
1707,18700001,carrefour,4747500.0,242300.0,18700,AVENUE EUGENE CASELLA,Aubigny-sur-Nère,R
85,1460001,carrefour,4617225.0,557729.0,1460,68 Rue du Jura,MONTREAL-LA-CLUSE,R
867,11500005,carrefour,4289300.0,219400.0,11500,ZA LA PLAGE SUD,QUILLAN,R
1694,18390003,carrefour,4709600.0,244100.0,18390,191 les Terres du fénestrelay,Saint-Germain-du-Puy,R
1685,18300001,carrefour,4733375.944,283207.867,18300,rue creuse,SANCERRE,R
1679,18220001,carrefour,4719540.3353381,256669.48514844,18220,17 route de bourges,LES AIX-D'ANGILLON,R
2541,27120001,carrefour,4901500.0,138500.0,27120,113 RUE ISAMBARD,PACY-SUR-EURE,R
772,10400002,carrefour,4849240.75936,351288.606446,10400,AVENUE DU GENERAL DE GAULLE,NOGENT-SUR-SEINE,R
830,11160003,carrefour,4328458.3541238,257478.0754133,11160,Avenue Ernest Ferroul,Peyriac-Minervois,R
1673,18200001,carrefour,4673756.80823,246095.792922,18200,93 Avenue du Général de Gaulle,SAINT-AMAND-MONTROND,R
827,11150001,carrefour,4324100.0,210100.0,11150,zae avenue de la preuilhe,BRAM,R
437,6156001,carrefour,4357100.0,695900.0,6150,Z.I. Les Tourrades,Cannes,R
1955,21190002,carrefour,4692000.0,475300.0,21190,Route du Pont de Paris,CORPEAU,R
2320,25120001,carrefour,4725300.0,680100.0,25120,place du 8 mai 45,Maîche,R
170,2260001,carrefour,4997300.0,391800.0,2260,rue de l'armistice,LA CAPELLE,R
832,11200001,carrefour,4318900.0,275300.0,11200,AVENUE DES CORBIERES,LéZIGNAN-CORBIèRES,R
1702,18500008,carrefour,4715016.13,221537.35,18500,AVENUE JEAN CHATELET,Mehun-sur-Yèvre,R
397,5400004,carrefour,4453739.83,583462.1,5400,ROUTE DE GAP,VEYNES,R
864,11500001,carrefour,4289291.680048,219379.39696504,11500,Place de la Liberté,Quillan,R
609,7300001,carrefour,4505500.0,483900.0,7300,RUE HELENE DE TOURNON,TOURNON-SUR-RHôNE,R
2221,24130004,carrefour,4485368.8478137,40039.274488292,24130,le bourg sud,prigonrieux,R
270,3400004,carrefour,4656669.39,335471.22148461,3400,RD12 ZONE LA PLAINE BODIN - 65 ROUTE DE MONTBEUGNY,Yzeure,R
2104,22400001,carrefour,4846721.98707,-252152.26987,22400,20 RUE DU DOCTEUR LAVERGNE,LAMBALLE,R
1104,13180002,carrefour,4338753.608,523277.519,13180,rue du 19 mars 1962,Gignac-la-Nerthe,R
232,3120002,carrefour,4625590.2605517,362247.03584643,3120,RUE DE VERDUN,LAPALISSE,R
130,2000010,carrefour,4956363.2230136,364568.61996276,2000,RUE DU DR MENU,Laon,R
605,7260001,carrefour,4447900.0,424800.0,7260,Les Beaumes,JOYEUSE,R
2618,27700001,carrefour,4924417.11809,140819.19423,27700,50 Avenue de la République,LES ANDELYS,R
265,3390003,carrefour,4632100.0,296100.0,3390,ROUTE DE MOULINS,MONTMARAULT,R
256,3300001,carrefour,4613843.645,344866.775,3300,RTE DE CHARMEIL,CUSSET,R
1661,18100016,carrefour,4722200.0,206900.0,18100,7 rue Etienne Dolet,Vierzon,R
2442,26200001,carrefour,4455029.3935106,477507.84205627,26200,Route de Dieulefit,MONTéLIMAR,R
2621,27800001,carrefour,4919900.0,71600.0,27800,Rue des Martyres,BRIONNE,R
75,1400001,carrefour,4611900.0,496100.0,1400,AVENUE MARECHAL FOCH,CHATILLON-SUR-CHALARONNE,R
2189,23400001,carrefour,4596000.0,176000.0,23400,Route de Bénévent,BOURGANEUF,R
89,1480001,carrefour,4598403.0,475694.0,1480, Rue Édouard Herriot,JASSANS-RIOTTIER,R
117,1800001,carrefour,4590100.0,519100.0,1800,47 Route de Lyon,MEXIMIEUX,R
399,5500002,carrefour,4467577.3217151,607589.24850751,5500,ZA DU MOULIN,Saint-Bonnet-en-Champsaur,R
1721,19110001,carrefour,4540410.32586,249992.356761,19110,av victor hugo,BORT-LES-ORGUES,R
1724,19130002,carrefour,4525900.0,141300.0,19130,AVENUE RAYMOND POINCARE,OBJAT,R
11,1100002,carrefour,4625000.0,564400.0,1100,Rue Brillat-Savarin,OYONNAX,R
182,2340001,carrefour,4968900.0,402200.0,2340,14 ROUTE DE MONTCORNET,LISLET,R
403,5600006,carrefour,4466086.7125097,665321.6819505,5600,Porte du Queyras,GUILLESTRE,R
1273,13920004,carrefour,4343947.25,503538.07,13920,RUE DES ROSEAUX,Saint-Mitre-les-Remparts,R
279,3430001,carrefour,4647400.0,282700.0,3430,Route de Hérisson,COSNE-D'ALLIER,R
2706,28800001,carrefour,4818700.0,139100.0,28800,2 rue denis papin za de la louveterie,BONNEVAL,R
1608,17440003,carrefour,4613860.0,-113925.0,17440,Rue Nicolas Gargot,AYTRé,R
3977,38070001,carrefour,4563800.0,510800.0,38070,Rue des Muguets,SAINT-QUENTIN-FALLAVIER,R
6898,64150008,carrefour,4338565.4130567,-61129.551817699,64150,CHEMIN DEPARTEMENTAL 533,OS MARSILLON,R
7949,73200003,carrefour,4548660.8145104,652533.10822173,73600,Avenue des Salines Royales,MOûTIERS,R
7948,73200002,carrefour,4566700.0,639400.0,73200,PLAINE DE CONFLANS,ALBERTVILLE,R
7947,73200001,carrefour,4566783.0,637303.0,73200,89 Avenue Général de Gaulle,ALBERTVILLE,R
7943,73170001,carrefour,4570500.0,576900.0,73170,RN504,Yenne,R
7925,73100001,carrefour,4572000.0,592200.0,73100,136 Rue des Allobroges,Grésy-sur-Aix,R
7937,73140001,carrefour,4521800.0,647200.0,73140,4 PLACE DE LA VANOISE,SAINT-MICHEL-DE-MAURIENNE,R
9346,84550003,carrefour,4419700.0,473700.0,84550,Route d'orange,Mornas,R
9057,83120002,carrefour,4331000.0,663500.0,83120,Place Jean Mermoz,SAINTE-MAXIME,R
7930,73110002,carrefour,4545600.0,611200.0,73110,RUE DE LA GRANGETTE,LA ROCHETTE,R
787,10700002,carrefour,4853400.0,415600.0,10700,"42, Route de Brienne (5 minutes A26 Sortie 21)",ARCIS-SUR-AUBE,R
3987,38110001,carrefour,4557300.0,547200.0,38110,Avenue de Savoie,SAINT-CLAIR-DE-LA-TOUR,R
7865,72300003,carrefour,4783052.0,-31316.0,72300,Route de la Flèche,SABLé-SUR-SARTHE,R
6450,61120002,carrefour,4893500.0,19800.0,61120,BOULEVARD DENTU,VIMOUTIERS,R
7856,72230002,carrefour,4791400.0,24400.0,72230,Avenue de Bönen,MULSANNE,R
6676,62610001,carrefour,5089118.1979571,197101.08987238,62610,ZAC DU PONT SANS PAREIL,ARDRES,R
4114,38500002,carrefour,4536500.0,558400.0,38500,38 Rue Général Rambeaud,Voiron,R
6682,62630003,carrefour,5051650.0,164375.0,62630,ROUTE DE BOULOGNE,ÉTAPLES,R
7797,71700001,carrefour,4656600.0,490200.0,71700,AVENUE DE LA RESISTANCE,TOURNUS,R
6464,61200001,carrefour,4874900.0,-2700.0,61200,1 rue de Champagne,ARGENTAN,R
5495,52400001,carrefour,4795420.0,575166.0,52400,39 rue du Moulin,Bourbonne-les-Bains,R
7772,71500002,carrefour,4662500.0,523900.0,71500,Route de Beaufort,LOUHANS,R
6673,62600003,carrefour,5040700.0,157100.0,62600,41 Rue Soubitez,BERCK,R
3990,38110006,carrefour,4580917.4191177,540293.28171756,38390,151 GRANDE RUE,Montalieu-Vercieu,R
159,2200011,carrefour,4938127.0,330822.0,2200,Avenue de Compiègne,MERCIN-ET-VAUX,R
91,1500001,carrefour,4596243.9754254,535907.07856714,1500,Rue Alexandre Bérard,Ambérieu-en-Bugey,R
1648,18000004,carrefour,4707082.0,237747.0,18000,110 Avenue Marcel Haegelen,BOURGES,R
912,12160003,carrefour,4427700.0,244400.0,12160,600 Avenue de Rodez,Baraqueville,R
365,5100004,carrefour,4489900.0,663400.0,5100,CENTRE COMMERCIAL SUD,BRIANCON,R
